idProject,nameProject,productionClass,testCase,tloc,tmcCabe,ReadabilityScore,Posnett_entropy,Posnett_volume,Posnett_lines,Dorn_DFT_Assignments,Dorn_DFT_Commas,Dorn_DFT_Comments,Dorn_DFT_Comparisons,Dorn_DFT_Conditionals,Dorn_DFT_Indentations,Dorn_DFT_Keywords,Dorn_DFT_LineLengths,Dorn_DFT_Loops,Dorn_DFT_Identifiers,Dorn_Areas_Strings,NMC,TMC,isSmelly
40,dropwizard,Size,io.dropwizard.util.sizetest.iscomparable,1,0.142857142857143,1,0.625801054053654,1,1,0,0,1,0,0,0,1,0,0,0,0,0.05,0.529216954270458,False
13,hadoop,DFSInotifyEventInputStream,org.apache.hadoop.hdfs.testdfsinotifyeventinputstream.testbasic,0.905797101449275,0.285714285714286,0,0.749000658362412,0.993108495674055,0.905454545454545,1,1,0.906137184115523,1,0,0,0.898550724637681,1,0,1,0.0580774529718273,0.15,0.477206004406306,True
13,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testlistclusternodes,0.815217391304348,0.428571428571429,1.62732717926281e-11,0.720112285644093,0.549652004672702,0.814545454545455,0.903225806451613,0.907258064516129,0.815884476534296,0.907258064516129,0,0,0.811594202898551,0.837719298245614,1,0.889380530973451,0.351141761458894,0.25,0.358780794185598,True
13,hadoop,YarnCLI,org.apache.hadoop.yarn.client.cli.testyarncli.testlistclusternodes,0.815217391304348,0.428571428571429,1.62732717926281e-11,0.720112285644093,0.549652004672702,0.814545454545455,0.903225806451613,0.907258064516129,0.815884476534296,0.907258064516129,0,0,0.811594202898551,0.837719298245614,1,0.889380530973451,0.351141761458894,0.25,0.358780794185598,True
19,esper,ScheduleComputeHelper,com.espertech.esper.common.internal.schedule.testschedulecomputehelper.testcompute,0.768115942028985,0.285714285714286,0.985616028308843,0.727016834370344,0.541598784122867,0.767272727272727,0.854838709677419,0.826612903225806,0.768953068592058,0.854838709677419,0,0,0.768115942028985,0.842105263157895,0.942222222222222,0.938053097345133,0.492028496317981,0.15,0.159280817605205,True
13,hadoop,SchedulerUtils,org.apache.hadoop.yarn.server.resourcemanager.scheduler.testschedulerutils.testvalidateresourcerequestwitherrorlabelspermission,0.673913043478261,0.428571428571429,0.00699095474381405,0.749477722485798,0.415812800594999,0.672727272727273,0.75,0.737903225806452,0.675090252707581,0.75,0,1,0.673913043478261,0.785087719298246,0.826666666666667,0.792035398230089,0.0834375165681791,0.1,0.408733629467897,False
13,hadoop,FairScheduler,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.testfairscheduler.testqueuemaxamsharewithcontainerreservation,0.623188405797101,0.285714285714286,1.26665188503059e-08,0.780541914436595,0.453597479954977,0.621818181818182,0.600806451612903,0.600806451612903,0.624548736462094,0.600806451612903,0,0,0.539855072463768,0.754385964912281,0,0.65929203539823,0.198892373263564,0.1,0.515465838984355,True
35,hbase,HeapSize,org.apache.hadoop.hbase.io.testheapsize.testnativesizes,0.481884057971014,0.285714285714286,0.993729352951039,0.694447577078187,0.189070390064709,0.48,0.459677419354839,0.455645161290323,0.483754512635379,0.455645161290323,0.883720930232558,0.645714285714286,0.409420289855072,0.504385964912281,0,0.5,0,0.05,0.59246723155131,True
13,hadoop,DistributedFileSystem,org.apache.hadoop.hdfs.testdistributedfilesystem.testdfsclient,0.471014492753623,0.571428571428571,0.00110111059445257,0.684564478801592,0.29174365124951,0.469090909090909,0.520161290322581,0.520161290322581,0.472924187725632,0.520161290322581,1,0.737142857142857,0.467391304347826,0.570175438596491,0.573333333333333,0.566371681415929,0.069952599208681,0.1,0.327204098449554,True
31,retrofit,RxJava2CallAdapterFactory,retrofit2.adapter.rxjava2.rxjava2calladapterfactorytest.responsetypes,0.438405797101449,0,9.22357290451875e-07,0.752080424960837,0.290997034299279,0.436363636363636,0.403225806451613,0.403225806451613,0.44043321299639,0.379032258064516,0,0.531428571428571,0.340579710144928,0.412280701754386,0,0.415929203539823,0,0.05,0.463287496844196,True
35,hbase,HRegion,org.apache.hadoop.hbase.regionserver.testhregion.testreversescanner_frommemstoreandhfiles_multicfs1,0.427536231884058,0.142857142857143,1.15718885952778e-05,0.702750830789626,0.000656378092308555,0,0,0,0.0072202166064982,0,0,0,0.0036231884057971,0.0043859649122807,0,0.00442477876106195,0,0.3,0.383110342143338,True
22,achilles,EntityWithComplexTypes,info.archinnov.achilles.it.testentitywithcomplextypes.should_insert,0.41304347826087,0.142857142857143,1.60403595788066e-10,0.769199967864341,0.503541010564026,0.410909090909091,0.455645161290323,0.459677419354839,0.415162454873646,0.459677419354839,0,0,0.41304347826087,0.5,0,0.504424778761062,0.142061152265184,0.1,0.505120761583637,True
13,hadoop,LogsCLI,org.apache.hadoop.yarn.client.cli.testlogscli.testhelpmessage,0.409420289855072,0.428571428571429,0.0565393082780931,0.397726330182208,0.216222856118076,0.407272727272727,0.455645161290323,0.455645161290323,0.411552346570397,0.455645161290323,0.875968992248062,0,0.409420289855072,0,0.502222222222222,0,0.787453841901603,0.15,0.188195722095002,False
13,hadoop,LogsCLI,org.apache.hadoop.yarn.client.cli.testlogscli.testhelpmessage,0.409420289855072,0.428571428571429,0.0565393082780931,0.397726330182208,0.216222856118076,0.407272727272727,0.455645161290323,0.455645161290323,0.411552346570397,0.455645161290323,0.875968992248062,0,0.409420289855072,0,0.502222222222222,0,0.787453841901603,0.15,0.188195722095002,True
13,hadoop,DistributedFileSystem,org.apache.hadoop.hdfs.testdistributedfilesystem.teststatistics,0.398550724637681,0.571428571428571,0.00268236989911293,0.753080956263086,0.267058096961838,0.396363636363636,0.443548387096774,0.439516129032258,0.40072202166065,0.443548387096774,0.844961240310077,0.628571428571429,0.398550724637681,0.37280701754386,0.488888888888889,0.482300884955752,0.00907145687491745,0.25,0.243473851110404,True
17,fluent-logger-java,FluentLogger,org.fluentd.logger.testfluentlogger.testreconnection,0.394927536231884,0.857142857142857,0.0137330451962883,0.737019029410255,0.214545942279201,0.392727272727273,0.439516129032258,0.439516129032258,0.397111913357401,0.435483870967742,0.844961240310077,0.617142857142857,0.394927536231884,0.473684210526316,0.48,0.47787610619469,0.0547255684836438,0.05,0.473755564257492,True
13,hadoop,TimelineReaderWebServicesUtils,org.apache.hadoop.yarn.server.timelineservice.reader.testtimelinereaderwebservicesutils.testmetricfiltersparsing,0.384057971014493,0.428571428571429,0.979828536510432,0.759745488741611,0.337488967079908,0.381818181818182,0.42741935483871,0.42741935483871,0.386281588447653,0,0,0.525714285714286,0.384057971014493,0.464912280701754,0,0.469026548672566,0.303870200638122,0.1,0.703311652375801,True
13,hadoop,LeafQueue,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.testleafqueue.testsinglequeuewithmultipleusers,0.380434782608696,0.285714285714286,0.000542117746651331,0.761933899079466,0.452480552489287,0.378181818181818,0.423387096774194,0.423387096774194,0.382671480144404,0.423387096774194,0,0,0.380434782608696,0.355263157894737,0.466666666666667,0.358407079646018,0.00497373487591628,0.15,0.549975260006692,True
13,hadoop,SystemMetricsPublisher,org.apache.hadoop.yarn.server.resourcemanager.metrics.testsystemmetricspublisher.testpublishapplicationmetrics,0.376811594202899,0.714285714285714,0.00651274667878025,0.746175706308481,0.34630330979649,0.374545454545455,0.419354838709677,0.419354838709677,0.379061371841155,0.419354838709677,0.806201550387597,0.594285714285714,0.376811594202899,0.456140350877193,0.462222222222222,0.460176991150442,0.0144462378804686,0.15,0.451945032951453,True
13,hadoop,ServiceApiUtil,org.apache.hadoop.yarn.service.utils.testserviceapiutil.testresourcevalidation,0.369565217391304,0.428571428571429,0.0385458357615247,0.793323412126292,0.172558915956344,0.367272727272727,0.411290322580645,0.395161290322581,0.371841155234657,0,0,0.525714285714286,0.307971014492754,0.346491228070175,0.453333333333333,0.353982300884956,0.112432542281031,0.05,0.46182835503139,True
13,fastjson,DefaultExtJSONParser,com.alibaba.json.bvt.parser.defaultextjsonparsertest.test_casterror,0.369565217391304,0.142857142857143,0.181688651441088,0.564337742250213,0.0615531623206937,0.367272727272727,0.338709677419355,0,0.371841155234657,0,0,0.531428571428571,0.33695652173913,0.315789473684211,0,0.31858407079646,0.0277583071104824,0.05,0.443373390544782,True
35,hbase,ZKSecretWatcher,org.apache.hadoop.hbase.security.token.testzksecretwatcher.testkeyupdate,0.365942028985507,0.857142857142857,0.7858164906498,0.767834621302738,0.202588207686824,0.363636363636364,0.399193548387097,0.407258064516129,0.368231046931408,0.407258064516129,0.782945736434108,0.577142857142857,0.365942028985507,0.429824561403509,0.448888888888889,0.446902654867257,0.0754623792235733,0.1,0.198309171924582,True
13,hadoop,LineRecordReader,org.apache.hadoop.mapreduce.lib.input.testlinerecordreader.testuncompressedinputcustomdelimiterposvalue,0.36231884057971,0.571428571428571,0.000119067639449026,0.723886064617705,0.240221937816088,0.36,0.395161290322581,0.403225806451613,0.364620938628159,0.403225806451613,0.775193798449612,0.571428571428571,0.358695652173913,0,0.444444444444444,0.309734513274336,0.237795543418297,0.1,0.367134625305555,True
