id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
9879,logback,ch.qos.logback.classic.asyncappendertest.eventwaspreparedfordeferredprocessing,14.0,2.0,0.2142857142857142,3.0,0.0,0,0.0,0,2.0,0.0,58.0,0.0,0.0,2.0,8.0,8.0,4.0,153.0,86.0,432.6176612397495,0,0,0,0.0,0.0,False
9880,logback,ch.qos.logback.classic.asyncappendertest.settingincludecallerdatapropertycausedcallerdatatobeincluded,12.0,2.0,0.1666666666666666,3.0,0.0,1,0.0,0,1.0,0.0,58.0,0.0,0.0,2.0,8.0,8.0,4.0,153.0,86.0,432.6176612397495,0,0,0,0.0,0.0,False
9818,logback,ch.qos.logback.classic.boolex.geventevaluatortest.callerdata,4.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,90.0,0.0,1.0,6.0,12.0,17.0,13.0,300.0,94.0,536.1555526176829,0,0,0,0.0,0.0,False
9811,logback,ch.qos.logback.classic.boolex.geventevaluatortest.event,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,90.0,0.0,1.0,6.0,12.0,17.0,13.0,300.0,94.0,536.1555526176829,0,0,0,0.0,0.0,False
9813,logback,ch.qos.logback.classic.boolex.geventevaluatortest.level,4.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,90.0,0.0,1.0,6.0,12.0,17.0,13.0,300.0,94.0,536.1555526176829,0,0,0,0.0,0.0,False
9815,logback,ch.qos.logback.classic.boolex.geventevaluatortest.marker,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,90.0,0.0,1.0,6.0,12.0,17.0,13.0,300.0,94.0,536.1555526176829,0,0,0,0.0,0.0,False
9817,logback,ch.qos.logback.classic.boolex.geventevaluatortest.mdc,6.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,90.0,0.0,1.0,6.0,12.0,17.0,13.0,300.0,94.0,536.1555526176829,0,0,0,0.0,0.0,False
9812,logback,ch.qos.logback.classic.boolex.geventevaluatortest.msgregex,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,90.0,0.0,1.0,6.0,12.0,17.0,13.0,300.0,94.0,536.1555526176829,0,0,0,0.0,0.0,False
9814,logback,ch.qos.logback.classic.boolex.geventevaluatortest.nullmarker,4.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,90.0,0.0,1.0,6.0,12.0,17.0,13.0,300.0,94.0,536.1555526176829,0,0,0,0.0,0.0,False
9816,logback,ch.qos.logback.classic.boolex.geventevaluatortest.nullmdc,4.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,90.0,0.0,1.0,6.0,12.0,17.0,13.0,300.0,94.0,536.1555526176829,0,0,0,0.0,0.0,False
9810,logback,ch.qos.logback.classic.boolex.geventevaluatortest.smoke,3.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,90.0,0.0,1.0,6.0,12.0,17.0,13.0,300.0,94.0,536.1555526176829,0,0,0,0.0,0.0,False
9820,logback,ch.qos.logback.classic.boolex.geventevaluatortest.startmakesisstartedreturntrue,5.0,2.0,0.0,1.0,0.0,2,0.0,0,0.0,0.0,90.0,0.0,1.0,6.0,12.0,17.0,13.0,300.0,94.0,536.1555526176829,0,0,0,0.0,0.0,False
9791,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.evaluatorfilterwithnullmarker_lbcore_118,12.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9789,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.marker,7.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9788,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.mdcasstring,10.0,3.0,0.0,1.0,0.0,0,0.0,0,3.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9800,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.nullmdc,7.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9784,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.testbasic,7.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9793,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.testbogusexp1,10.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9794,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.testbogusexp2,16.0,4.0,0.0625,2.0,0.0,0,0.0,0,1.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9792,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.testcomplex,8.0,3.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9785,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.testlevel,6.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9796,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.testloop1,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9797,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.testloop2,6.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9786,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.testtimestamp,6.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9787,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.testwithmatcher,7.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9798,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.throwable_lbclassic_155_i,6.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9799,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.throwable_lbclassic_155_ii,6.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9790,logback,ch.qos.logback.classic.boolex.janinoeventevaluatortest.withnullmarker_lbcore_118,11.0,3.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,154.0,4.0,1.0,12.0,14.0,30.0,26.0,498.0,134.0,832.2204103213035,0,0,0,0.0,0.0,False
9804,logback,ch.qos.logback.classic.boolex.onmarkerevaluatortest.nullmarkerinevaluator,5.0,2.0,0.0,1.0,0.0,2,0.0,0,0.0,0.0,58.0,0.0,0.0,6.0,6.0,5.0,3.0,148.0,66.0,329.8160100684316,0,0,0,0.0,0.0,False
9803,logback,ch.qos.logback.classic.boolex.onmarkerevaluatortest.nullmarkerinevent,5.0,2.0,0.0,1.0,0.0,2,0.0,0,0.0,0.0,58.0,0.0,0.0,6.0,6.0,5.0,3.0,148.0,66.0,329.8160100684316,0,0,0,0.0,0.0,False
9802,logback,ch.qos.logback.classic.boolex.onmarkerevaluatortest.smoke,6.0,2.0,0.0,1.0,0.0,2,0.0,0,0.0,0.0,58.0,0.0,0.0,6.0,6.0,5.0,3.0,148.0,66.0,329.8160100684316,0,0,0,0.0,0.0,False
9979,logback,ch.qos.logback.classic.corpustest.randomutiltest.smoke,13.0,2.0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,35.0,0.0,0.0,1.0,5.0,4.0,2.0,64.0,27.0,112.28984325071112,0,0,2,0.0,0.0,False
9977,logback,ch.qos.logback.classic.corpustest.textfileutiltest.smoke,10.0,2.0,0.3,1.0,1.0,3,0.0,0,0.0,0.0,61.0,3.0,0.0,8.0,11.0,10.0,7.0,152.0,48.0,241.14626500062127,0,0,0,0.0,0.0,False
