id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
7705,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table,0.01554404,0.125,0.0,0.0,0.0,0.07142857,0.0,0.0,0.0,0.0,0.01383696,0.0005640556,0.00862069,0.1875,0.06689537,0.1123779,0.1108949,0.1076094,0.1917743,0.1584474,0.0,0.0,0.0,0.0461437,0.0,FALSE
7706,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_exception_when_creating_table_without_partition_key,0.01036269,0.125,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0,0.01383696,0.0005640556,0.00862069,0.1875,0.06689537,0.1123779,0.1108949,0.1076094,0.1917743,0.1584474,0.0,0.0,0.0,0.0461437,0.0,FALSE
7707,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_if_not_exists,0.01554404,0.25,0.0,0.0,0.0,0.0952381,0.0,0.0,0.04761905,0.0,0.01383696,0.0005640556,0.00862069,0.1875,0.06689537,0.1123779,0.1108949,0.1076094,0.1917743,0.1584474,0.0,0.0,0.0,0.0461437,0.0,FALSE
7708,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_keyspace,0.01554404,0.125,0.0,0.0,0.0,0.07142857,0.0,0.0,0.0,0.0,0.01383696,0.0005640556,0.00862069,0.1875,0.06689537,0.1123779,0.1108949,0.1076094,0.1917743,0.1584474,0.0,0.0,0.0,0.0461437,0.0,FALSE
7709,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_list,0.01554404,0.125,0.0,0.0,0.0,0.07142857,0.0,0.0,0.0,0.0,0.01383696,0.0005640556,0.00862069,0.1875,0.06689537,0.1123779,0.1108949,0.1076094,0.1917743,0.1584474,0.0,0.0,0.0,0.0461437,0.0,FALSE
7710,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_set,0.01554404,0.125,0.0,0.0,0.0,0.07142857,0.0,0.0,0.0,0.0,0.01383696,0.0005640556,0.00862069,0.1875,0.06689537,0.1123779,0.1108949,0.1076094,0.1917743,0.1584474,0.0,0.0,0.0,0.0461437,0.0,FALSE
7711,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_map,0.01554404,0.125,0.0,0.0,0.0,0.07142857,0.0,0.0,0.0,0.0,0.01383696,0.0005640556,0.00862069,0.1875,0.06689537,0.1123779,0.1108949,0.1076094,0.1917743,0.1584474,0.0,0.0,0.0,0.0461437,0.0,FALSE
7712,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_table_with_clustering_keys,0.01554404,0.125,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.01383696,0.0005640556,0.00862069,0.1875,0.06689537,0.1123779,0.1108949,0.1076094,0.1917743,0.1584474,0.0,0.0,0.0,0.0461437,0.0,FALSE
7713,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_table_with_composite_partition_key,0.01554404,0.125,0.0,0.0,0.0,0.07142857,0.0,0.0,0.0,0.0,0.01383696,0.0005640556,0.00862069,0.1875,0.06689537,0.1123779,0.1108949,0.1076094,0.1917743,0.1584474,0.0,0.0,0.0,0.0461437,0.0,FALSE
7714,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_table_with_composite_partition_key_and_clustering_keys,0.01554404,0.125,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.01383696,0.0005640556,0.00862069,0.1875,0.06689537,0.1123779,0.1108949,0.1076094,0.1917743,0.1584474,0.0,0.0,0.0,0.0461437,0.0,FALSE
