id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
13379,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testconstructor,0.1139896,0.25,0.02430675,0.04255319,0.0,0.04761905,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13380,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testgetextension,0.02072539,0.125,0.111811,0.04255319,0.0,0.02380952,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13381,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testgetknownextensions,0.03626943,0.125,0.1397638,0.06382979,0.0,0.02380952,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13382,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testgetprotocol,0.04663212,0.125,0.2795276,0.08510638,0.0,0.04761905,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13383,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testgetknownprotocols,0.06217617,0.125,0.1290127,0.08510638,0.0,0.02380952,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13384,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testcopyinstance,0.04663212,0.125,0.2795276,0.106383,0.0,0.1428571,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13385,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testreset,0.05181347,0.125,0.2032928,0.08510638,0.0,0.1428571,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13386,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testgetclosehandshaketype,0.01554404,0.125,0.0,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13387,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testtostring,0.06735751,0.125,0.3194602,0.0,0.0,0.04761905,1.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13388,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testequals,0.1761658,0.125,0.3514061,0.3191489,0.0,0.04761905,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13389,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testhashcode,0.1761658,0.125,0.3514061,0.3191489,0.0,0.07142857,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13390,Java-WebSocket,org.java_websocket.drafts.draft_6455test.accepthandshakeasserver,0.1243523,0.125,0.7155907,0.3404255,0.0,0.02380952,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13391,Java-WebSocket,org.java_websocket.drafts.draft_6455test.accepthandshakeasclient,0.1554404,0.125,0.1623064,0.212766,0.0,0.02380952,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13392,Java-WebSocket,org.java_websocket.drafts.draft_6455test.postprocesshandshakerequestasclient,0.1554404,0.125,0.1983744,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13393,Java-WebSocket,org.java_websocket.drafts.draft_6455test.postprocesshandshakeresponseasserver,0.373057,0.125,0.3675979,0.0,0.0,0.07142857,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13394,Java-WebSocket,org.java_websocket.drafts.draft_6455test.createframesbinary,0.08290155,0.125,0.09865681,0.08510638,0.0,0.04761905,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13395,Java-WebSocket,org.java_websocket.drafts.draft_6455test.createframestext,0.07253886,0.125,0.111811,0.08510638,0.0,0.04761905,0.0,0.0,0.0,0.0,0.02521331,0.02404287,0.02586207,0.28125,0.2075472,0.2915309,0.2879377,0.1639955,0.3328551,0.2883087,0.0,0.0,0.0,0.0461437,0.01971414,FALSE
13396,Java-WebSocket,org.java_websocket.util.bytebufferutilstest.testemptybytebuffercapacity,0.01554404,0.0,0.0,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.001821494,0.0002115208,0.0,0.015625,0.01543739,0.01302932,0.009727626,0.008395062,0.03156385,0.01858376,0.0,0.0,0.0,0.0461437,0.0,FALSE
13397,Java-WebSocket,org.java_websocket.util.bytebufferutilstest.testemptybytebuffernewobject,0.02072539,0.0,0.0,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.001821494,0.0002115208,0.0,0.015625,0.01543739,0.01302932,0.009727626,0.008395062,0.03156385,0.01858376,0.0,0.0,0.0,0.0461437,0.0,FALSE
13398,Java-WebSocket,org.java_websocket.util.bytebufferutilstest.testtransferbytebuffersmalltoempty,0.03108808,0.0,0.07986501,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0,0.001821494,0.0002115208,0.0,0.015625,0.01543739,0.01302932,0.009727626,0.008395062,0.03156385,0.01858376,0.0,0.0,0.0,0.0461437,0.0,FALSE
13399,Java-WebSocket,org.java_websocket.util.bytebufferutilstest.testtransferbytebuffersmalltobig,0.07253886,0.0,0.3354331,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.001821494,0.0002115208,0.0,0.015625,0.01543739,0.01302932,0.009727626,0.008395062,0.03156385,0.01858376,0.0,0.0,0.0,0.0461437,0.0,FALSE
13400,Java-WebSocket,org.java_websocket.util.bytebufferutilstest.testtransferbytebufferbigtosmall,0.05181347,0.0,0.254116,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.001821494,0.0002115208,0.0,0.015625,0.01543739,0.01302932,0.009727626,0.008395062,0.03156385,0.01858376,0.0,0.0,0.0,0.0461437,0.0,FALSE
13401,Java-WebSocket,org.java_websocket.util.bytebufferutilstest.testtransferbytebufferchecknulldest,0.04145078,0.25,0.0,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.001821494,0.0002115208,0.0,0.015625,0.01543739,0.01302932,0.009727626,0.008395062,0.03156385,0.01858376,0.0,0.0,0.0,0.0461437,0.0,FALSE
13402,Java-WebSocket,org.java_websocket.util.bytebufferutilstest.testtransferbytebufferchecknullsource,0.04145078,0.25,0.0,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.001821494,0.0002115208,0.0,0.015625,0.01543739,0.01302932,0.009727626,0.008395062,0.03156385,0.01858376,0.0,0.0,0.0,0.0461437,0.0,FALSE
13403,Java-WebSocket,org.java_websocket.util.bytebufferutilstest.testtransferbytebufferchecknullboth,0.03626943,0.25,0.0,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.001821494,0.0002115208,0.0,0.015625,0.01543739,0.01302932,0.009727626,0.008395062,0.03156385,0.01858376,0.0,0.0,0.0,0.0461437,0.0,FALSE
13404,Java-WebSocket,org.java_websocket.extensions.defaultextensiontest.testdecodeframe,0.03108808,0.125,0.0,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.002716262,0.004653458,0.0,0.046875,0.04116638,0.03257329,0.0155642,0.00996633,0.04112865,0.02463498,0.0,0.0,0.0,0.0461437,0.0,FALSE
13405,Java-WebSocket,org.java_websocket.extensions.defaultextensiontest.testencodeframe,0.03108808,0.125,0.0,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.002716262,0.004653458,0.0,0.046875,0.04116638,0.03257329,0.0155642,0.00996633,0.04112865,0.02463498,0.0,0.0,0.0,0.0461437,0.0,FALSE
13406,Java-WebSocket,org.java_websocket.extensions.defaultextensiontest.testacceptprovidedextensionasserver,0.03626943,0.125,0.6988191,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.002716262,0.004653458,0.0,0.046875,0.04116638,0.03257329,0.0155642,0.00996633,0.04112865,0.02463498,0.0,0.0,0.0,0.0461437,0.0,FALSE
