id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
13513,httpcore,org.apache.http.impl.testenglishreasonphrasecatalog.testreasonphrases,0.07253886,0.5,0.2608925,0.06382979,0.0,0.02380952,0.0,0.0,0.2619048,0.0,0.006710766,7.050694e-05,0.01724138,0.0625,0.01543739,0.004885993,0.0,0.02639731,0.1138211,0.07773423,0.0,0.0,0.0,0.0461437,0.0,FALSE
13514,httpcore,org.apache.http.impl.testenglishreasonphrasecatalog.teststatusinvalid,0.0984456,0.25,0.05590552,0.0,0.0,0.02380952,0.0,0.0,0.0,0.0,0.006710766,7.050694e-05,0.01724138,0.0625,0.01543739,0.004885993,0.0,0.02639731,0.1138211,0.07773423,0.0,0.0,0.0,0.0461437,0.0,FALSE
13515,httpcore,org.apache.http.impl.testenglishreasonphrasecatalog.teststatusall,0.02072539,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.02380952,0.0,0.006710766,7.050694e-05,0.01724138,0.0625,0.01543739,0.004885993,0.0,0.02639731,0.1138211,0.07773423,0.0,0.0,0.0,0.0461437,0.0,FALSE
13517,httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testillegalresponsearg,0.01036269,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005112965,0.0002115208,0.0,0.1875,0.01715266,0.02442997,0.0233463,0.02976431,0.08847441,0.06191255,0.0,0.0,0.0,0.0461437,0.0,FALSE
13518,httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testillegalcontextarg,0.01554404,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005112965,0.0002115208,0.0,0.1875,0.01715266,0.02442997,0.0233463,0.02976431,0.08847441,0.06191255,0.0,0.0,0.0,0.0461437,0.0,FALSE
13519,httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testnocontentlengthresponsehttp1_0,0.01554404,0.125,0.1397638,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.0,0.005112965,0.0002115208,0.0,0.1875,0.01715266,0.02442997,0.0233463,0.02976431,0.08847441,0.06191255,0.0,0.0,0.0,0.0461437,0.0,FALSE
13520,httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testnocontentlengthresponsehttp1_1,0.01554404,0.125,0.1397638,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.0,0.005112965,0.0002115208,0.0,0.1875,0.01715266,0.02442997,0.0233463,0.02976431,0.08847441,0.06191255,0.0,0.0,0.0,0.0461437,0.0,FALSE
13521,httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testchunkedcontent,0.02072539,0.125,0.111811,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.0,0.005112965,0.0002115208,0.0,0.1875,0.01715266,0.02442997,0.0233463,0.02976431,0.08847441,0.06191255,0.0,0.0,0.0,0.0461437,0.0,FALSE
13522,httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testignoreinvalidkeepalive,0.02072539,0.125,0.111811,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.0,0.005112965,0.0002115208,0.0,0.1875,0.01715266,0.02442997,0.0233463,0.02976431,0.08847441,0.06191255,0.0,0.0,0.0,0.0461437,0.0,FALSE
13523,httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testexplicitclose,0.02590674,0.125,0.09317589,0.0212766,0.0,0.02380952,0.0,0.0,0.0,0.0,0.005112965,0.0002115208,0.0,0.1875,0.01715266,0.02442997,0.0233463,0.02976431,0.08847441,0.06191255,0.0,0.0,0.0,0.0461437,0.0,FALSE
